岗位名称,分类,薪资,公司地址,工作经验,学历要求,公司名称,岗位描述
大数据开发工程师,新能源,14.4-28.8万,嘉兴,3-4年,本科,兰钧新能源科技有限公司,"大数据,餐饮补贴,宿舍,五险一金,交通补贴,通讯补贴,年终奖金"
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),9.6-14.4万,朔州,1年,大专,深圳市白牛贸易有限公司,"数据分析师,五险一金,绩效奖金,全勤奖"
大数据架构师,通信/电信/网络设备,19.5-32.5万,武汉,5-7年,本科,武汉依迅北斗时空技术股份有限公司,"大数据,kafka,hadoop,hive,spark,技术解决方案,全栈开发,hbase"
大数据算法工程师,新能源,16.9-32.5万,深圳,2年,本科,旭衡电子（深圳）有限公司,"数据分析,数据结构,大数据处理,算法设计,数据支撑,深度学习框架,java"
大数据开发工程师,农/林/牧/渔,18-24万,上海,1年,本科,上海兰桂骐技术发展股份有限公司,"大数据,开发,数据挖掘,数据分析,五险一金,餐饮补贴,绩效奖金,年终奖金"
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),9.6-14.4万,太原,1年,大专,深圳市白牛贸易有限公司,"数据分析师,五险一金,绩效奖金,全勤奖"
大数据架构师,仪器仪表/工业自动化,28-42万,无锡,8-9年,本科,无锡先导智能装备股份有限公司,"五险一金,专业培训,出国机会,年终奖金,定期体检,免费工作餐"
大数据开发工程师,计算机软件,18-24万,南京,3-4年,本科,智器云南京信息科技有限公司,"五险一金,交通补贴,餐饮补贴,通讯补贴,绩效奖金,年终奖金,股票期权"
搜索引擎开发工程师(大数据人工智能产品)(TJ0011),计算机软件,24-30万,上海,3-4年,本科,万得信息技术股份有限公司（Wind资讯）,
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),9.6-14.4万,临汾,1年,大专,深圳市白牛贸易有限公司,"数据分析师,五险一金,绩效奖金,全勤奖"
大数据工程师,检测，认证,9.6-12万,中山,1年,本科,广东省特种设备检测研究院中山检测院,"餐饮补贴,专业培训,免费班车"
大数据算法工程师,电子技术/半导体/集成电路,32-64万,上海,2年,硕士,上海派能能源科技股份有限公司,"计算机,hadoop,c++,spark,hive,储能,电池,储能系统,数据挖掘"
大数据开发,计算机软件,8.4-12万,重庆,3-4年,本科,亚信科技OBC,"五险一金,年终奖金,专业培训"
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),9.6-14.4万,晋城,1年,大专,深圳市白牛贸易有限公司,"数据分析师,五险一金,绩效奖金,全勤奖"
中级研究员（云计算、大数据、人工智能等方向）,计算机软件,12-24万,苏州,无需经验,本科,苏州千机智能技术有限公司,"五险一金,节日福利,餐饮补贴,带薪年假"
大数据平台高级工程师,互联网/电子商务,24-48万,南京,3-4年,本科,字节跳动,"弹性工作,租房补贴,免费三餐,餐补,健身瑜伽,带薪休假"
大数据开发工程师,电子技术/半导体/集成电路,24-33.6万,昆山,5-7年,大专,立臻科技（昆山）有限公司,"大数据,弹性工作,年终奖金,五险一金,免费班车,餐饮补贴"
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),9.6-14.4万,大同,1年,大专,深圳市白牛贸易有限公司,"数据分析师,机器学习,数据库,可视化,五险一金,绩效奖金,全勤奖"
大数据架构师(J10063),计算机软件,36-48万,深圳,3-4年,本科,深圳市捷顺科技实业股份有限公司,"数据分析,数据库,hadoop,hive,spark,五险一金,餐饮补贴,通讯补贴"
大数据平台高级工程师,互联网/电子商务,24-48万,北京,2年,本科,字节跳动,"六险一金,免费三餐,租房补贴,弹性工作,餐补,带薪休假,健身瑜伽"
大数据架构师,计算机软件,600-840万,深圳,5-7年,本科,深圳中泓在线股份有限公司,"spark,大数据,架构师,hadoop,五险一金,员工旅游,绩效奖金,年终奖金"
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),9.6-14.4万,晋中,1年,大专,深圳市白牛贸易有限公司,"数据分析师,五险一金,绩效奖金,全勤奖"
大数据开发工程师,计算机软件,18-22.8万,深圳,3-4年,大专,维恩贝特科技有限公司,"大数据开发,五险一金,绩效奖金,节日福利,交通补贴"
大数据研发工程师-ROI方向,互联网/电子商务,36-72万,北京,无需经验,本科,字节跳动,"下午茶,健身瑜伽,六险一金,五险一金,股票期权,团队氛围好,晋升空间大"
自动驾驶大数据开发工程师,计算机软件,32-64万,苏州,3-4年,本科,九识（苏州）智能科技有限公司,"16薪,五险一金,员工旅游,餐饮补贴,住房补贴,绩效奖金,年终奖金"
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),9.6-14.4万,长治,1年,大专,深圳市白牛贸易有限公司,"数据分析师,五险一金,绩效奖金,全勤奖"
拔尖计划-大数据资深产品专家,通信/电信/网络设备,48-96万,深圳,8-9年,硕士,中移物联网有限公司,"五险一金,餐饮补贴,通讯补贴,年终奖金"
大数据平台高级工程师,互联网/电子商务,42-84万,上海,3-4年,本科,字节跳动,"免费三餐,租房补贴,六险一金,弹性工作,带薪休假,健身瑜伽,餐补"
Hadoop大数据工程师,服装/纺织/皮革,12-18万,东莞,3-4年,本科,澳思智能工业有限公司,五险一金
大数据分析师,快速消费品(食品、饮料、化妆品),9.6-14.4万,邢台,1年,大专,深圳市白牛贸易有限公司,"SPSS,R,数据分析,五险一金,绩效奖金,员工旅游,周末双休"
拔尖计划-大数据资深产品专家,通信/电信/网络设备,48-96万,深圳,8-9年,硕士,中移物联网有限公司,"五险一金,餐饮补贴,通讯补贴,年终奖金"
大数据技术架构师,计算机软件,39-52万,成都,5-7年,本科,四川虹信软件股份有限公司,"五险一金,年终奖金,通讯补贴,定期体检,节日福利,带薪年假,补充医疗保险"
大数据开发工程师,计算机软件,19.5-23.4万,深圳,3-4年,本科,深圳市强薯云网络科技有限公司,"hadoop,数据库,hive,spark,sql,五险一金,定期体检,年终奖金"
大数据分析师,快速消费品(食品、饮料、化妆品),9.6-14.4万,运城,1年,大专,深圳市白牛贸易有限公司,"SPSS,R,数据分析,五险一金,绩效奖金,员工旅游,周末双休"
大数据挖掘与分析工程师,物业管理/商业中心,18-36万,广州,5-7年,本科,顺丰速运有限公司,"数据挖掘,sql,数据分析,python/r,uat,数据解决方案,大数据分析"
大数据ETL助理工程师,计算机服务(系统、数据服务、维修),54-7.2万,石家庄,无需经验,大专,河北晨华信息科技有限公司,"软件开发、,大数据,餐饮补贴,交通补贴,五险一金"
大数据架构师,多元化业务集团公司,15.6-30万,佛山,3-4年,本科,广东众盛共创科技有限公司,"专业培训,年终奖金,绩效奖金,社会保险,住房补贴,交通补贴,通讯补贴"
大数据分析师,快速消费品(食品、饮料、化妆品),9.6-14.4万,忻州,1年,大专,深圳市白牛贸易有限公司,"SPSS,R,数据分析,五险一金,绩效奖金,员工旅游,周末双休"
大数据开发工程师,计算机软件,9.6-14.4万,上海,3-4年,本科,上海鹏越惊虹信息技术发展有限公司,"五险一金,通讯补贴,绩效奖金,年终奖金"
大数据ETL助理工程师,计算机服务(系统、数据服务、维修),54-7.2万,石家庄,无需经验,大专,河北晨华信息科技有限公司,"软件开发、,大数据,餐饮补贴,交通补贴,五险一金"
大数据架构师,多元化业务集团公司,15.6-30万,佛山,3-4年,本科,广东众盛共创科技有限公司,"专业培训,年终奖金,绩效奖金,社会保险,住房补贴,交通补贴,通讯补贴"
大数据分析师,快速消费品(食品、饮料、化妆品),9.6-14.4万,张家口,1年,大专,深圳市白牛贸易有限公司,"SPSS,R,数据分析,五险一金,绩效奖金,员工旅游,周末双休"
大数据测试开发,计算机软件,21.6-25.2万,上海,3-4年,本科,神州数码信息服务股份有限公司,"五险一金,专业培训,绩效奖金,定期体检"
高级数仓/大数据工程师,,35-49万,上海,8-9年,本科,NTT DATA（中国）有限公司上海分公司,"hive,Hbase,Dataphin,五险一金,补充医疗保险,年终奖金,弹性工作"
大数据架构师,多元化业务集团公司,15.6-30万,佛山,3-4年,本科,广东众盛共创科技有限公司,"专业培训,年终奖金,绩效奖金,社会保险,住房补贴,交通补贴,通讯补贴"
大数据分析师,快速消费品(食品、饮料、化妆品),9.6-14.4万,天津,1年,大专,深圳市白牛贸易有限公司,"SPSS,R,数据分析,五险一金,绩效奖金,员工旅游,周末双休"
数据治理与大数据分析顾问,专业服务(咨询、人力资源、财会),18-24万,北京,3-4年,本科,北京信永方略管理咨询有限责任公司,"数据治理,数据中台,大数据分析,数据管理,数据平台,数据提取,hadoop"
大数据开发（会编程语言+双休+线上面）,通信/电信运营、增值服务,14.4-15.6万,广州,2年,本科,深圳市法本信息技术股份有限公司,"python,hive,大数据开发,hql,五险一金,通讯补贴,交通补贴,年终奖金"
大数据引擎 专家/架构师/负责人,互联网/电子商务,72-108万,杭州,5-7年,本科,字节跳动,"下午茶,健身瑜伽,五险一金,股票期权,团队氛围好,晋升空间大,带薪休假"
大数据分析师,快速消费品(食品、饮料、化妆品),9.6-14.4万,天津,1年,大专,深圳市白牛贸易有限公司,"SPSS,R,数据分析,五险一金,绩效奖金,员工旅游,周末双休"
大数据架构师,计算机软件,600-840万,深圳,8-9年,本科,深圳中泓在线股份有限公司,"spark,大数据,架构师,hadoop,五险一金,员工旅游,绩效奖金,年终奖金"
大数据算法工程师,计算机软件,7.2-14.4万,哈尔滨,1年,本科,哈尔滨能创数字科技有限公司,"大数据分析,hive,matlab,计算机,软件,贝叶斯,五险一金,年终奖金"
数据处理工程师（大数据方向）,通信/电信/网络设备,12-18万,成都,5-7年,本科,成都大公博创信息技术有限公司,"五险一金,交通补贴,餐饮补贴,通讯补贴,年终奖金,周末双休,带薪年假"
大数据分析师,快速消费品(食品、饮料、化妆品),9.6-14.4万,天津,1年,大专,深圳市白牛贸易有限公司,"SPSS,R,数据分析,五险一金,绩效奖金,员工旅游,周末双休"
大数据技术经理,计算机软件,14.4-20.4万,重庆,5-7年,本科,亚信科技OBC,"数据分析,hadoop,建模,spark,五险一金,年终奖金,专业培训"
大数据研发工程师,计算机软件,9.6-15.6万,镇江,2年,本科,江苏斯诺物联科技有限公司,"五险一金,餐饮补贴,定期体检"
总行数据资产管理部-大数据技术经理岗,银行,nan-nan万,北京,3-4年,本科,中国光大银行总行,
大数据分析师,快速消费品(食品、饮料、化妆品),9.6-14.4万,天津,1年,大专,深圳市白牛贸易有限公司,"SPSS,R,数据分析,五险一金,绩效奖金,员工旅游,周末双休"
大数据开发工程师（五险一金+双休）软件开发工程师,计算机服务(系统、数据服务、维修),9.6-12万,昆明,3-4年,本科,云南联横利众科技有限公司,"大数据,云计算,五险一金,员工旅游,交通补贴,餐饮补贴,通讯补贴"
大数据分析顾问,计算机软件,9.6-14.4万,深圳,无需经验,本科,贵州省创敢科技有限责任公司,"app,五险一金,年终奖金,餐饮补贴,员工旅游"
大数据开发工程师,外包服务,19.2-21.6万,北京,3-4年,本科,京北方信息技术股份有限公司,
大数据分析师,快速消费品(食品、饮料、化妆品),9.6-14.4万,临汾,1年,大专,深圳市白牛贸易有限公司,"SPSS,R,数据分析,五险一金,绩效奖金,员工旅游,周末双休"
大数据开发工程师助理,计算机软件,9.6-14.4万,深圳,无需经验,本科,贵州开阔科技有限公司,"python,五险一金,年终奖金,定期体检"
大数据架构师,通信/电信/网络设备,18-30万,广州,5-7年,大专,珠海世纪鼎利科技股份有限公司,"数据分析,大数据,数据建模,数据开发,技术架构,项目交付,大数据架构"
大数据架构师,互联网/电子商务,36-60万,南京,8-9年,本科,中储南京智慧物流科技有限公司,"五险一金,餐饮补贴,通讯补贴,专业培训,绩效奖金,定期体检,节日福利"
大数据分析师,快速消费品(食品、饮料、化妆品),9.6-14.4万,唐山,1年,大专,深圳市白牛贸易有限公司,"SPSS,R,数据分析,五险一金,绩效奖金,员工旅游,周末双休"
大数据开发工程师,计算机软件,12-18万,南昌,3-4年,本科,港融科技有限公司,"hadoop,hive,spark,scala,机器学习,数据挖掘,数据建模,数据平台"
大数据运维开发工程师,计算机软件,21.6-27.6万,深圳,5-7年,本科,神州数码信息服务股份有限公司,"大数据,运维,linux,部署,安装部署,hive,spark,shell,五险一金"
大数据开发带薪实习,互联网/电子商务,84-10.8万,青岛,无需经验,高中,青岛资博互动信息技术有限公司,"五险一金,周末双休,早九晚六,补充公积金,员工旅游,绩效奖金,年终奖金"
大数据分析师,快速消费品(食品、饮料、化妆品),9.6-14.4万,太原,1年,大专,深圳市白牛贸易有限公司,"SPSS,R,数据分析,五险一金,绩效奖金,员工旅游,周末双休"
大数据采集工程师,计算机软件,9.6-14.4万,深圳,2年,本科,深圳得理科技有限公司,"mysql数据库,数据清洗,爬虫,爬虫框架,信息抓取,抓包分析,python"
大数据分析,石油/化工/矿产/地质,10.8-14.4万,株洲,3-4年,本科,新奥（中国）燃气投资有限公司,"数据分析,数据,数据洞察,可视化工具,分析工具,客户分析报告,统计学"
大数据开发工程师,计算机服务(系统、数据服务、维修),14.4-16.8万,广州,3-4年,本科,德科信息有限公司,"年终奖金,六险一金,节假日礼品,生日礼品"
大数据分析师,快速消费品(食品、饮料、化妆品),9.6-14.4万,朔州,1年,大专,深圳市白牛贸易有限公司,"SPSS,R,数据分析,五险一金,绩效奖金,员工旅游,周末双休"
大数据开发工程师,计算机软件,13-26万,广州,3-4年,本科,广东胜通和科技服务有限公司上海第一分公司,五险一金
