岗位名称,分类,薪资,公司地址,工作经验,学历要求,公司名称,岗位描述
OLAP数据库资深专家-EMR/大数据云平台,互联网/电子商务,6.5-12.5万,北京,8-9年,本科,字节跳动,"'下午茶\n健身瑜伽\n五险一金\n股票期权\n团队氛围好\n晋升空间大\n带薪休假',"
大数据开发工程师,计算机软件,1.5-2.6万,大连·甘井子区,无需经验,本科,米斯特奥福（大连）咨询服务有限公司,"'etl\nspark\n大数据开发\n五险一金\n补充医疗保险\n通讯补贴\n出国机会',"
大数据开发工程师2,交通/运输/物流,1.5-3万·13薪,苏州·姑苏区,5-7年,本科,苏州智能交通信息科技股份有限公司,"'kafka\nhive\nspark\nhadoop\nredis\n大数据\n五险一金\n餐饮补贴',"
高级大数据算法工程师,石油/化工/矿产/地质,1.5-2.5万,深圳·南山区,5-7年,本科,清能艾科（深圳）能源技术有限公司,"'机器学习\n深度学习\npython\n算法工程师\n数据挖掘\nxgboost\n预警',"
大数据技术专家,互联网/电子商务,3-4万·14薪,上海,8-9年,本科,百联全渠道电子商务有限公司,"'五险一金\n交通补贴\n餐饮补贴\n专业培训\n定期体检\n年终奖金\n绩效奖金',"
大数据开发工程师(J10162),计算机软件,1.5-2.5万·14薪,深圳·福田区,3-4年,本科,深圳嘉立创科技集团股份有限公司,"'bi\njava\netl\nscala\n五险一金\n节日福利\n定期体检\n餐饮补贴\n交通补贴',"
大数据平台开发工程师,计算机软件,1-2万·13薪,西安·高新技术产业开发区,3-4年,本科,苏州海加网络科技股份有限公司,"'五险一金\n餐饮补贴\n年终奖金\n定期体检',"
高级大数据算法工程师,石油/化工/矿产/地质,1.5-2万,成都·成华区,5-7年,本科,清能艾科（深圳）能源技术有限公司,"'机器学习\n深度学习\npython\n算法工程师\n数据挖掘\nxgboost\n预警',"
大数据开发工程师,计算机软件,1.2-1.6万,上海·浦东新区,3-4年,本科,上海威士顿信息技术股份有限公司,"'etl\nsqlserver\npython\n金融\n报表开发\noracle\n五险一金\n专业培训',"
大数据架构师,新能源,2-3万,上海·宝山区,3-4年,本科,上海融和骏玖新能源科技有限公司,"'数据库\nhadoop\n数据分析\nspark\npython\nsql\nhive\njava\n五险一金',"
大数据工程师/架构师,计算机软件,3-5万·14薪,北京·朝阳区,5-7年,本科,潍坊赢启信息科技有限公司,"'',"
大数据开发(离线),计算机服务(系统、数据服务、维修),2.5-3.3万·13薪,上海·浦东新区,8-9年,本科,高知特信息技术（上海）有限公司 Cognizant Technology Solutions,"'离线数仓\nSpark\nHive\nPython\n阿里云\n12天年假\n补充医疗保险',"
大数据算法开发工程师,新能源,8千-1.5万·14薪,武汉·江夏区,2年,本科,武汉亿纬储能有限公司,"'算法建模\n数据治理\n大数据\n数据挖掘\n五险一金\n交通补贴\n餐饮补贴',"
大数据开发工程师,计算机服务(系统、数据服务、维修),8千-1.4万·13薪,青岛·李沧区,1年,大专,青岛市李沧区智云科技培训学校有限公司,"'大数据\n数据挖掘\n五险一金\n绩效奖金\n周末双休',"
大数据平台开发岗(009158),银行,2-4万,深圳·福田区,3-4年,本科,中信银行信用卡中心,"'五险一金\n补充医疗保险\n员工旅游\n餐饮补贴\n通讯补贴\n年终奖金\n绩效奖金',"
Spark SQL 开源大数据系统架构师/负责人,互联网/电子商务,5.5-8.5万,上海,5-7年,本科,字节跳动,"['下午茶\n健身瑜伽\n五险一金\n股票期权\n团队氛围好\n晋升空间大\n带薪休假',"
高级大数据开发工程师,计算机服务(系统、数据服务、维修),1.8-3万·13薪,武汉·东湖新技术产业开发区,5-7年,本科,君润优活科技（深圳）有限公司,"'数据建模\n算法\n五险一金\n绩效奖金\n餐饮补贴\n周末双休\n节日福利',"
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),8千-1.2万,阳泉,1年,大专,深圳市白牛贸易有限公司,"'数据分析师\n五险一金\n绩效奖金\n全勤奖',"
大数据分析工程师,建筑/建材/工程,20-25万/年,南京·建邺区,5-7年,本科,南京市测绘勘察研究院股份有限公司,"'五险一金\n餐饮补贴\n交通补贴\n年终奖金\n定期体检',"
大数据架构师-电商,互联网/电子商务,4-7万,杭州,5-7年,本科,字节跳动,"'下午茶\n健身瑜伽\n六险一金\n五险一金\n股票期权\n团队氛围好\n晋升空间大',"
大数据工程师,电子技术/半导体/集成电路,1-1.5万,黄石,1年,本科,黄石沪士电子有限公司,"'五险一金\n餐饮补贴\n绩效奖金\n年终奖金\n定期体检\n周末双休',"
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),8千-1.2万,忻州,1年,大专,深圳市白牛贸易有限公司,"'数据分析师\n五险一金\n绩效奖金\n全勤奖',"
大数据分析工程师,计算机软件,1.3-1.6万·13薪,北京·海淀区,3-4年,本科,亚信科技CUC,"'五险一金\n专业培训\n年终奖金',"
资深后端工程师-大数据应用方向,互联网/电子商务,3-5.5万,上海,无需经验,本科,字节跳动,"'下午茶\n六险一金\n扁平管理\n免费三餐\n弹性工作',"
大数据开发工程师（中山机会）,计算机软件,2-2.2万,深圳,5-7年,大专,深圳建广数字科技有限公司青岛分公司,"'高德地图\nkafka\nvue\nhive\narcgis\n数据中台\nflink\n数据平台\n天地图',"
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),8千-1.2万,运城,1年,大专,深圳市白牛贸易有限公司,"'数据分析师\n五险一金\n绩效奖金\n全勤奖',"
大数据架构岗,金融/投资/证券,1.5-3万·14薪,上海·浦东新区,5-7年,本科,华宝证券股份有限公司,"'做五休二\n带薪年假\n绩效奖金\n交通补贴\n通讯补贴\n五险一金\n专业培训',"
大数据平台高级工程师 — 平台产品方向,互联网/电子商务,2-4万,北京,2年,本科,字节跳动,"'弹性工作\n免费三餐\n租房补贴\n下午茶\n扁平管理',"
大数据开发,计算机软件,6千-1.2万·13薪,青岛·城阳区,无需经验,大专,青岛诺宸尚迅信息技术有限公司,"'数据开发\n数据调试\n数据初始化\nsql脚本优化\n异常数据排查\n数据库维护',"
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),8千-1.2万,天津·南开区,1年,大专,深圳市白牛贸易有限公司,"'数据分析师\n五险一金\n绩效奖金\n全勤奖',"
数据科学与大数据技术教师,教育/培训/院校,6千-1.2万·13薪,武汉·洪山区,1年,硕士,武昌工学院,"'老师\n教师\n助教\n讲师\n数据\n分析\n科学\n大数据\n五险一金',"
中级大数据开发工程师,计算机软件,1.4-1.6万,珠海·香洲区,3-4年,本科,京北方信息技术股份有限公司珠海分公司,"'java\nmysql\noracle\nlinux\n数据库设计\nhive\nhadoop\nspark\n数据',"
大数据开发,计算机软件,6千-1.2万·13薪,青岛·市北区,无需经验,大专,青岛诺宸尚迅信息技术有限公司,"'计算机\n数据开发\n数据调试\nsql脚本优化\n数据初始化\n计算机软件',"
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),8千-1.2万,天津·红桥区,1年,大专,深圳市白牛贸易有限公司,"'数据分析师\n五险一金\n绩效奖金\n全勤奖',"
大数据开发工程师,计算机软件,1.5-2.5万,深圳,3-4年,本科,深圳中泓在线股份有限公司,'java\nCDH\nspark\nhadoop\n五险一金\n员工旅游\n专业培训\n绩效奖金']
中级大数据开发工程师,计算机软件,1.4-1.6万,珠海·香洲区,3-4年,本科,京北方信息技术股份有限公司珠海分公司,"['java\nmysql\noracle\nlinux\n数据库设计\nhive\nhadoop\nspark\n数据',"
大数据架构师(J11296),医疗/护理/卫生,2.5-3万,武汉·武昌区,3-4年,本科,湖北咿呀医疗投资管理有限公司,"'mysql\nhadoop\nhive\nspark\n数据管理\nhbase\n大数据平台\n医疗',"
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),8千-1.2万,吕梁,1年,大专,深圳市白牛贸易有限公司,"'数据分析师\n五险一金\n绩效奖金\n全勤奖',"
大数据架构师-电商,互联网/电子商务,2-4万,上海,无需经验,本科,字节跳动,"'下午茶\n健身瑜伽\n六险一金\n五险一金\n股票期权\n团队氛围好\n晋升空间大',"
中级大数据开发工程师,计算机软件,1.4-1.6万,珠海·香洲区,3-4年,本科,京北方信息技术股份有限公司珠海分公司,"'java\nmysql\noracle\nlinux\n数据库设计\nhive\nhadoop\nspark\n数据',"
大数据开发工程师,新能源,9千-1.8万·16薪,嘉兴·嘉善县,3-4年,本科,兰钧新能源科技有限公司,"'大数据\n餐饮补贴\n宿舍\n五险一金\n交通补贴\n通讯补贴\n年终奖金',"
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),8千-1.2万,朔州,1年,大专,深圳市白牛贸易有限公司,"'数据分析师\n五险一金\n绩效奖金\n全勤奖',"
大数据架构师,通信/电信/网络设备,1.5-2.5万·13薪,武汉,5-7年,本科,武汉依迅北斗时空技术股份有限公司,"'大数据\nkafka\nhadoop\nhive\nspark\n技术解决方案\n全栈开发\nhbase',"
大数据算法工程师,新能源,1.3-2.5万·13薪,深圳·宝安区,2年,本科,旭衡电子（深圳）有限公司,"'数据分析\n数据结构\n大数据处理\n算法设计\n数据支撑\n深度学习框架\njava',"
大数据开发工程师,农/林/牧/渔,1.5-2万,上海·浦东新区,1年,本科,上海兰桂骐技术发展股份有限公司,"'大数据\n开发\n数据挖掘\n数据分析\n五险一金\n餐饮补贴\n绩效奖金\n年终奖金',"
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),8千-1.2万,太原·迎泽区,1年,大专,深圳市白牛贸易有限公司,"'数据分析师\n五险一金\n绩效奖金\n全勤奖',"
大数据架构师,仪器仪表/工业自动化,2-3万·14薪,无锡,8-9年,本科,无锡先导智能装备股份有限公司,"'五险一金\n专业培训\n出国机会\n年终奖金\n定期体检\n免费工作餐',"
大数据开发工程师,计算机软件,1.5-2万,南京·雨花台区,3-4年,本科,智器云南京信息科技有限公司,"'五险一金\n交通补贴\n餐饮补贴\n通讯补贴\n绩效奖金\n年终奖金\n股票期权',"
搜索引擎开发工程师(大数据人工智能产品)(TJ0011),计算机软件,2-2.5万,上海·浦东新区,3-4年,本科,万得信息技术股份有限公司（Wind资讯）,"'',"
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),8千-1.2万,临汾,1年,大专,深圳市白牛贸易有限公司,"'数据分析师\n五险一金\n绩效奖金\n全勤奖',"
大数据工程师,检测，认证,8千-1万,中山,1年,本科,广东省特种设备检测研究院中山检测院,"'餐饮补贴\n专业培训\n免费班车',"
大数据算法工程师,电子技术/半导体/集成电路,2-4万·16薪,上海·浦东新区,2年,硕士,上海派能能源科技股份有限公司,"'计算机\nhadoop\nc++\nspark\nhive\n储能\n电池\n储能系统\n数据挖掘',"
大数据开发,计算机软件,7千-1万,重庆·渝北区,3-4年,本科,亚信科技OBC,"'五险一金\n年终奖金\n专业培训',"
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),8千-1.2万,晋城,1年,大专,深圳市白牛贸易有限公司,"'数据分析师\n五险一金\n绩效奖金\n全勤奖',"
中级研究员（云计算、大数据、人工智能等方向）,计算机软件,1-2万,苏州·苏州工业园区,无需经验,本科,苏州千机智能技术有限公司,'五险一金\n节日福利\n餐饮补贴\n带薪年假']
大数据平台高级工程师,互联网/电子商务,2-4万,南京,3-4年,本科,字节跳动,"['弹性工作\n租房补贴\n免费三餐\n餐补\n健身瑜伽\n带薪休假',"
大数据开发工程师,电子技术/半导体/集成电路,2-2.8万,昆山,5-7年,大专,立臻科技（昆山）有限公司,"'大数据\n弹性工作\n年终奖金\n五险一金\n免费班车\n餐饮补贴',"
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),8千-1.2万,大同,1年,大专,深圳市白牛贸易有限公司,"'数据分析师\n机器学习\n数据库\n可视化\n五险一金\n绩效奖金\n全勤奖',"
大数据架构师(J10063),计算机软件,3-4万,深圳·龙华区,3-4年,本科,深圳市捷顺科技实业股份有限公司,"'数据分析\n数据库\nhadoop\nhive\nspark\n五险一金\n餐饮补贴\n通讯补贴',"
大数据平台高级工程师,互联网/电子商务,2-4万,北京,2年,本科,字节跳动,"'六险一金\n免费三餐\n租房补贴\n弹性工作\n餐补\n带薪休假\n健身瑜伽',"
大数据架构师,计算机软件,50-70万/年,深圳,5-7年,本科,深圳中泓在线股份有限公司,"'spark\n大数据\n架构师\nhadoop\n五险一金\n员工旅游\n绩效奖金\n年终奖金',"
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),8千-1.2万,晋中,1年,大专,深圳市白牛贸易有限公司,"'数据分析师\n五险一金\n绩效奖金\n全勤奖',"
大数据开发工程师,计算机软件,1.5-1.9万,深圳·福田区,3-4年,大专,维恩贝特科技有限公司,"'大数据开发\n五险一金\n绩效奖金\n节日福利\n交通补贴',"
大数据研发工程师-ROI方向,互联网/电子商务,3-6万,北京,无需经验,本科,字节跳动,"'下午茶\n健身瑜伽\n六险一金\n五险一金\n股票期权\n团队氛围好\n晋升空间大',"
自动驾驶大数据开发工程师,计算机软件,2-4万·16薪,苏州·苏州工业园区,3-4年,本科,九识（苏州）智能科技有限公司,"'16薪\n五险一金\n员工旅游\n餐饮补贴\n住房补贴\n绩效奖金\n年终奖金',"
大数据分析师（接受应届）,快速消费品(食品、饮料、化妆品),8千-1.2万,长治,1年,大专,深圳市白牛贸易有限公司,"'数据分析师\n五险一金\n绩效奖金\n全勤奖',"
拔尖计划-大数据资深产品专家,通信/电信/网络设备,3-6万·16薪,深圳,8-9年,硕士,中移物联网有限公司,"'五险一金\n餐饮补贴\n通讯补贴\n年终奖金',"
大数据平台高级工程师,互联网/电子商务,3.5-7万,上海,3-4年,本科,字节跳动,"'免费三餐\n租房补贴\n六险一金\n弹性工作\n带薪休假\n健身瑜伽\n餐补',"
Hadoop大数据工程师,服装/纺织/皮革,1-1.5万,东莞·常平镇,3-4年,本科,澳思智能工业有限公司,"'五险一金',"
大数据分析师,快速消费品(食品、饮料、化妆品),8千-1.2万,邢台,1年,大专,深圳市白牛贸易有限公司,"'SPSS\nR\n数据分析\n五险一金\n绩效奖金\n员工旅游\n周末双休',"
拔尖计划-大数据资深产品专家,通信/电信/网络设备,3-6万·16薪,深圳,8-9年,硕士,中移物联网有限公司,"'五险一金\n餐饮补贴\n通讯补贴\n年终奖金',"
大数据技术架构师,计算机软件,3-4万·13薪,成都·高新区,5-7年,本科,四川虹信软件股份有限公司,"'五险一金\n年终奖金\n通讯补贴\n定期体检\n节日福利\n带薪年假\n补充医疗保险',"
大数据开发工程师,计算机软件,1.5-1.8万·13薪,深圳·福田区,3-4年,本科,深圳市强薯云网络科技有限公司,"'hadoop\n数据库\nhive\nspark\nsql\n五险一金\n定期体检\n年终奖金',"
大数据分析师,快速消费品(食品、饮料、化妆品),8千-1.2万,运城,1年,大专,深圳市白牛贸易有限公司,"'SPSS\nR\n数据分析\n五险一金\n绩效奖金\n员工旅游\n周末双休',"
大数据挖掘与分析工程师,物业管理/商业中心,1.5-3万,广州·白云区,5-7年,本科,顺丰速运有限公司,'数据挖掘\nsql\n数据分析\npython/r\nuat\n数据解决方案\n大数据分析']
大数据ETL助理工程师,计算机服务(系统、数据服务、维修),4.5-6千,石家庄·裕华区,无需经验,大专,河北晨华信息科技有限公司,"['软件开发、\n大数据\n餐饮补贴\n交通补贴\n五险一金',"
大数据架构师,多元化业务集团公司,1.3-2.5万,佛山·南海区,3-4年,本科,广东众盛共创科技有限公司,"'专业培训\n年终奖金\n绩效奖金\n社会保险\n住房补贴\n交通补贴\n通讯补贴',"
大数据分析师,快速消费品(食品、饮料、化妆品),8千-1.2万,忻州,1年,大专,深圳市白牛贸易有限公司,"'SPSS\nR\n数据分析\n五险一金\n绩效奖金\n员工旅游\n周末双休',"
大数据开发工程师,计算机软件,8千-1.2万,上海·浦东新区,3-4年,本科,上海鹏越惊虹信息技术发展有限公司,"'五险一金\n通讯补贴\n绩效奖金\n年终奖金',"
大数据ETL助理工程师,计算机服务(系统、数据服务、维修),4.5-6千,石家庄·裕华区,无需经验,大专,河北晨华信息科技有限公司,"'软件开发、\n大数据\n餐饮补贴\n交通补贴\n五险一金',"
大数据架构师,多元化业务集团公司,1.3-2.5万,佛山·南海区,3-4年,本科,广东众盛共创科技有限公司,"'专业培训\n年终奖金\n绩效奖金\n社会保险\n住房补贴\n交通补贴\n通讯补贴',"
大数据分析师,快速消费品(食品、饮料、化妆品),8千-1.2万,张家口,1年,大专,深圳市白牛贸易有限公司,"'SPSS\nR\n数据分析\n五险一金\n绩效奖金\n员工旅游\n周末双休',"
大数据测试开发,计算机软件,1.8-2.1万,上海·浦东新区,3-4年,本科,神州数码信息服务股份有限公司,"'五险一金\n专业培训\n绩效奖金\n定期体检',"
高级数仓/大数据工程师,,2.5-3.5万·14薪,上海·浦东新区,8-9年,本科,NTT DATA（中国）有限公司上海分公司,"'hive\nHbase\nDataphin\n五险一金\n补充医疗保险\n年终奖金\n弹性工作',"
大数据架构师,多元化业务集团公司,1.3-2.5万,佛山·南海区,3-4年,本科,广东众盛共创科技有限公司,"'专业培训\n年终奖金\n绩效奖金\n社会保险\n住房补贴\n交通补贴\n通讯补贴',"
大数据分析师,快速消费品(食品、饮料、化妆品),8千-1.2万,天津·河北区,1年,大专,深圳市白牛贸易有限公司,"'SPSS\nR\n数据分析\n五险一金\n绩效奖金\n员工旅游\n周末双休',"
数据治理与大数据分析顾问,专业服务(咨询、人力资源、财会),1.5-2万,北京·东城区,3-4年,本科,北京信永方略管理咨询有限责任公司,"'数据治理\n数据中台\n大数据分析\n数据管理\n数据平台\n数据提取\nhadoop',"
大数据开发（会编程语言+双休+线上面）,通信/电信运营、增值服务,1.2-1.3万,广州·天河区,2年,本科,深圳市法本信息技术股份有限公司,"'python\nhive\n大数据开发\nhql\n五险一金\n通讯补贴\n交通补贴\n年终奖金',"
大数据引擎 专家/架构师/负责人,互联网/电子商务,6-9万,杭州,5-7年,本科,字节跳动,"'下午茶\n健身瑜伽\n五险一金\n股票期权\n团队氛围好\n晋升空间大\n带薪休假',"
大数据分析师,快速消费品(食品、饮料、化妆品),8千-1.2万,天津·河西区,1年,大专,深圳市白牛贸易有限公司,"'SPSS\nR\n数据分析\n五险一金\n绩效奖金\n员工旅游\n周末双休',"
大数据架构师,计算机软件,50-70万/年,深圳,8-9年,本科,深圳中泓在线股份有限公司,"'spark\n大数据\n架构师\nhadoop\n五险一金\n员工旅游\n绩效奖金\n年终奖金',"
大数据算法工程师,计算机软件,6千-1.2万,哈尔滨,1年,本科,哈尔滨能创数字科技有限公司,"'大数据分析\nhive\nmatlab\n计算机\n软件\n贝叶斯\n五险一金\n年终奖金',"
数据处理工程师（大数据方向）,通信/电信/网络设备,1-1.5万,成都,5-7年,本科,成都大公博创信息技术有限公司,"'五险一金\n交通补贴\n餐饮补贴\n通讯补贴\n年终奖金\n周末双休\n带薪年假',"
大数据分析师,快速消费品(食品、饮料、化妆品),8千-1.2万,天津·东丽区,1年,大专,深圳市白牛贸易有限公司,"'SPSS\nR\n数据分析\n五险一金\n绩效奖金\n员工旅游\n周末双休',"
大数据技术经理,计算机软件,1.2-1.7万,重庆·渝北区,5-7年,本科,亚信科技OBC,'数据分析\nhadoop\n建模\nspark\n五险一金\n年终奖金\n专业培训']
大数据研发工程师,计算机软件,8千-1.3万,镇江·镇江新区,2年,本科,江苏斯诺物联科技有限公司,"['五险一金\n餐饮补贴\n定期体检',"
总行数据资产管理部-大数据技术经理岗,银行,,北京,3-4年,本科,中国光大银行总行,"'',"
大数据分析师,快速消费品(食品、饮料、化妆品),8千-1.2万,天津·和平区,1年,大专,深圳市白牛贸易有限公司,"'SPSS\nR\n数据分析\n五险一金\n绩效奖金\n员工旅游\n周末双休',"
大数据开发工程师（五险一金+双休）软件开发工程师,计算机服务(系统、数据服务、维修),0.8-1万,昆明·五华区,3-4年,本科,云南联横利众科技有限公司,"'大数据\n云计算\n五险一金\n员工旅游\n交通补贴\n餐饮补贴\n通讯补贴',"
大数据分析顾问,计算机软件,8千-1.2万,深圳·南山区,无需经验,本科,贵州省创敢科技有限责任公司,"'app\n五险一金\n年终奖金\n餐饮补贴\n员工旅游',"
大数据开发工程师,外包服务,1.6-1.8万,北京·石景山区,3-4年,本科,京北方信息技术股份有限公司,"'',"
大数据分析师,快速消费品(食品、饮料、化妆品),8千-1.2万,临汾,1年,大专,深圳市白牛贸易有限公司,"'SPSS\nR\n数据分析\n五险一金\n绩效奖金\n员工旅游\n周末双休',"
大数据开发工程师助理,计算机软件,8千-1.2万,深圳·宝安区,无需经验,本科,贵州开阔科技有限公司,"'python\n五险一金\n年终奖金\n定期体检',"
大数据架构师,通信/电信/网络设备,1.5-2.5万,广州·黄埔区,5-7年,大专,珠海世纪鼎利科技股份有限公司,"'数据分析\n大数据\n数据建模\n数据开发\n技术架构\n项目交付\n大数据架构',"
大数据架构师,互联网/电子商务,3-5万,南京·鼓楼区,8-9年,本科,中储南京智慧物流科技有限公司,"'五险一金\n餐饮补贴\n通讯补贴\n专业培训\n绩效奖金\n定期体检\n节日福利',"
大数据分析师,快速消费品(食品、饮料、化妆品),8千-1.2万,唐山,1年,大专,深圳市白牛贸易有限公司,"'SPSS\nR\n数据分析\n五险一金\n绩效奖金\n员工旅游\n周末双休',"
大数据开发工程师,计算机软件,1-1.5万,南昌,3-4年,本科,港融科技有限公司,"'hadoop\nhive\nspark\nscala\n机器学习\n数据挖掘\n数据建模\n数据平台',"
大数据运维开发工程师,计算机软件,1.8-2.3万,深圳,5-7年,本科,神州数码信息服务股份有限公司,"'大数据\n运维\nlinux\n部署\n安装部署\nhive\nspark\nshell\n五险一金',"
大数据开发带薪实习,互联网/电子商务,7-9千,青岛·市北区,无需经验,高中,青岛资博互动信息技术有限公司,"'五险一金\n周末双休\n早九晚六\n补充公积金\n员工旅游\n绩效奖金\n年终奖金',"
大数据分析师,快速消费品(食品、饮料、化妆品),8千-1.2万,太原·迎泽区,1年,大专,深圳市白牛贸易有限公司,"'SPSS\nR\n数据分析\n五险一金\n绩效奖金\n员工旅游\n周末双休',"
大数据采集工程师,计算机软件,8千-1.2万,深圳·南山区,2年,本科,深圳得理科技有限公司,"'mysql数据库\n数据清洗\n爬虫\n爬虫框架\n信息抓取\n抓包分析\npython',"
大数据分析,石油/化工/矿产/地质,9千-1.2万,株洲·天元区,3-4年,本科,新奥（中国）燃气投资有限公司,"'数据分析\n数据\n数据洞察\n可视化工具\n分析工具\n客户分析报告\n统计学',"
大数据开发工程师,计算机服务(系统、数据服务、维修),1.2-1.4万,广州·黄埔区,3-4年,本科,德科信息有限公司,"'年终奖金\n六险一金\n节假日礼品\n生日礼品',"
大数据分析师,快速消费品(食品、饮料、化妆品),8千-1.2万,朔州,1年,大专,深圳市白牛贸易有限公司,"'SPSS\nR\n数据分析\n五险一金\n绩效奖金\n员工旅游\n周末双休',"
大数据开发工程师,计算机软件,1-2万·13薪,广州,3-4年,本科,广东胜通和科技服务有限公司上海第一分公司,'五险一金']
